Code;Omschrijving;CASnummer;Groep;SIKBid;D_BEGIN;D_EIND;D_STATUS
Clidzn;chloridazon;1698-60-8;ChemischeStof;507;08-06-2011;;G
Clmfs;chloormefos;24934-91-6;ChemischeStof;488;08-06-2011;;G
Cloxrn;chlooroxuron;1982-47-4;ChemischeStof;1718;21-07-2012;;G
Clpcne;chloorpicrine;76-06-2;ChemischeStof;;08-06-2011;;G
Clpfm;chloorprofam;101-21-3;ChemischeStof;492;08-06-2011;;G
Clpmzne;chloorpromazine;50-53-3;ChemischeStof;;17-11-2012;;G
Clpn;chloropreen;126-99-8;ChemischeStof;;08-06-2011;;G
Clptxne;chloorprothixene;113-59-7;ChemischeStof;;17-11-2012;;G
Clsfrn;chloorsulfuron;64902-72-3;ChemischeStof;;08-06-2011;;G
CltaAd;chloorthiamide;1918-13-4;ChemischeStof;498;08-06-2011;;G
Cltlnl;chloorthalonil;1897-45-6;ChemischeStof;497;08-06-2011;;G
Cltlrn;chloortoluron;15545-48-9;ChemischeStof;503;08-06-2011;;G
Cltofsfn;chloorthiofos-sulfon;NVT;ChemischeStof;;08-06-2011;;G
Cm;curium;7440-51-9;ChemischeStof;;07-01-2012;;G
Cm243;curium 243;15757-87-6;ChemischeStof;;08-06-2011;;G
Cm245;curium 245;15621-76-8;ChemischeStof;;08-06-2011;;G
Cm247;curium 247;15758-32-4;ChemischeStof;;08-06-2011;;G
Cn;copernicium;54084-26-3;ChemischeStof;4940;21-01-2014;;G
Co;kobalt;7440-48-4;ChemischeStof;527;08-06-2011;;G
Co56;kobalt 56;14093-03-9;ChemischeStof;;12-02-2013;;G
Co57;kobalt 57;13981-50-5;ChemischeStof;;12-02-2013;;G
Co58;kobalt 58;13981-38-9;ChemischeStof;;08-06-2011;;G
Co60;kobalt 60;10198-40-0;ChemischeStof;;08-06-2011;;G
Corg;koolstof organisch;NVT;ChemischeStof;;26-08-2011;;G
Cr;chroom;7440-47-3;ChemischeStof;517;09-06-2011;;G
Cr51;chroom 51;14392-02-0;ChemischeStof;;08-06-2011;;G
CrIII;chroom (driewaardig);16065-83-1;ChemischeStof;;08-06-2011;;G
CrVI;chroom (zeswaardig);18540-29-9;ChemischeStof;516;08-06-2011;;G
Cs;cesium;7440-46-2;ChemischeStof;468;08-06-2011;;G
Cs132;cesium 132;15758-03-9;ChemischeStof;;08-06-2011;;G
Cs134;cesium 134;13967-70-9;ChemischeStof;;08-06-2011;;G
Cs136;cesium 136;14234-29-8;ChemischeStof;;08-06-2011;;G
Cs137;cesium 137;10045-97-3;ChemischeStof;;08-06-2011;;G
Cu;koper;7440-50-8;ChemischeStof;971;08-06-2011;;G
CuO;koperoxide;1317-38-0;ChemischeStof;;08-06-2011;;G
CuSO4;kopersulfaat;7758-98-7;ChemischeStof;;08-06-2011;;G
Czz;Golfenergiedichtheid;NVT;Grootheid;;08-06-2011;;G
DBahAnt;dibenzo(a.h)antraceen;53-70-3;ChemischeStof;593;08-06-2011;;G
DBaiP;dibenzo(a.i)pyreen;191-30-0;ChemischeStof;;08-06-2011;;G
DBajAnt;dibenzo(a.j)antraceen;224-41-9;ChemischeStof;;08-06-2011;;G
DBrC1a;dibroommethaan;74-95-3;ChemischeStof;598;08-06-2011;;G
DBrClC1a;dibroomchloormethaan;124-48-1;ChemischeStof;597;08-06-2011;;G
DBrHAc;dibroomazijnzuur;631-64-1;ChemischeStof;;08-06-2011;;G
DC1oxC1a;dimethoxymethaan;109-87-5;ChemischeStof;;08-06-2011;;G
DC1yAe;dimethylamine;124-40-3;ChemischeStof;655;08-06-2011;;G
DC1yAeDcba;dimethylamine dicamba;2300-66-5;ChemischeStof;;08-06-2011;;G
DC1yAeHCl;dimethylamine-hydrochloride;506-59-2;ChemischeStof;;08-06-2011;;G
DC1yC4a;dimethylbutaan;75-83-2;ChemischeStof;;08-06-2011;;G
DC1yCltoPO4;dimethylchloorthiofosfaat;2524-03-0;ChemischeStof;;08-06-2011;;G
DC1yDFyeDS;dimethyldifenyleendisulfide;103-19-5;ChemischeStof;;08-06-2011;;G
DC1yDS;dimethyldisulfide;624-92-0;ChemischeStof;658;08-06-2011;;G
DC1yDtocbmt;dimethyldithiocarbamaat;79-45-8;ChemischeStof;;08-06-2011;;G
DC1yEtr;dimethylether;115-10-6;ChemischeStof;;08-06-2011;;G
DC1yFt;dimethylftalaat;131-11-3;ChemischeStof;661;08-06-2011;;G
DC1yNOAe;dimethylnitrosamine;62-75-9;ChemischeStof;;27-08-2011;;G
DC1yS;dimethylsulfide;75-18-3;ChemischeStof;663;08-06-2011;;G
DC1ySO4;dimethylsulfaat;77-78-1;ChemischeStof;;08-06-2011;;G
DC1yT4S;dimethyltetrasulfide;5756-24-1;ChemischeStof;;08-06-2011;;G
DC1yTS;dimethyltrisulfide;3658-80-8;ChemischeStof;666;08-06-2011;;G
DC1yacAd;dimethylacetamide;127-19-5;ChemischeStof;1939;28-08-2011;;G
DC1ybenzAe;dimethylbenzylamine;103-83-3;ChemischeStof;;27-08-2011;;G
DC1ycbmyCl;dimethylcarbamoyl chloride;79-44-7;ChemischeStof;;08-06-2011;;G
DC1yfAd;dimethylformamide;68-12-2;ChemischeStof;660;28-08-2011;;G
DC2olAe;diethanolamine;111-42-2;ChemischeStof;634;08-06-2011;;G
DC2yAe;diethylamine;109-89-7;ChemischeStof;636;08-06-2011;;G
DC2yEtr;diethylether;60-29-7;ChemischeStof;641;08-06-2011;;G
DC2yFt;diethylftalaat;84-66-2;ChemischeStof;642;08-06-2011;;G
DC2yNOAe;diethylnitrosamine;55-18-5;ChemischeStof;2429;27-08-2011;;G
DC2ySO4;diethylsulfaat;64-67-5;ChemischeStof;;08-06-2011;;G
DC2yeDAe;diethyleendiamine;110-85-0;ChemischeStof;2585;08-06-2011;;G
DC2yeTAe;diethyleentriamine;111-40-0;ChemischeStof;640;08-06-2011;;G
DC2yegcl;diethyleenglycol;111-46-6;ChemischeStof;639;08-06-2011;;G
DC3eygcl;dipropyleenglycol;25265-71-8;ChemischeStof;678;06-07-2013;;G
DC3yFt;dipropylftalaat;131-16-8;ChemischeStof;679;08-06-2011;;G
DC3yNOAe;dipropylnitrosamine;621-64-7;ChemischeStof;2340;27-08-2011;;G
DC3yegcC1yEt;dipropyleenglycolmonomethylether;34590-94-8;ChemischeStof;;08-06-2011;;G
DC3yiccmrnt;dipropyl-isocinchomeronaat;136-45-8;ChemischeStof;;08-06-2011;;G
DC4y3OHC4yPO;dibutyl-3-hydroxybutylfosfaat;89197-69-3;ChemischeStof;4995;21-01-2014;;G
DC4yAe;dibutylamine;111-92-2;ChemischeStof;599;08-06-2011;;G
DC4yFt;dibutylftalaat;84-74-2;ChemischeStof;600;08-06-2011;;G
DC4yNOAe;dibutylnitrosamine;924-16-3;ChemischeStof;2428;27-08-2011;;G
DC4ySn;dibutyltin (kation);NVT;ChemischeStof;;08-06-2011;;G
DC5yFt;dipentylftalaat;131-18-0;ChemischeStof;677;08-06-2011;;G
DC6yFt;dihexylftalaat;84-75-3;ChemischeStof;650;08-06-2011;;G
DC7yFt;diheptylftalaat;3648-21-3;ChemischeStof;649;08-06-2011;;G
DC8C18akDC1y;di(C8-C18-alkyl)dimethylammoniumchloride;73398-64-8;ChemischeStof;;08-06-2011;;G
DC8yFt;dioctylftalaat;117-84-0;ChemischeStof;674;09-06-2011;;G
DC8ySn;dioctyltin (kation);94410-05-6;ChemischeStof;;02-05-2012;;G
DC9yFt;dinonylftalaat;84-76-4;ChemischeStof;670;08-06-2011;;G
DClBrC1a;dichloorbroommethaan;75-27-4;ChemischeStof;;08-06-2011;;G
DClC1a;dichloormethaan;75-09-2;ChemischeStof;619;08-06-2011;;G
DClC3ol;dichloorpropanol;26545-73-3;ChemischeStof;;08-06-2011;;G
DClDiC3yEtr;2.2'-Dichloordiisopropyl ether;108-60-1;ChemischeStof;1814;08-06-2011;;G
DClHAc;dichloorazijnzuur;79-43-6;ChemischeStof;;08-06-2011;;G
DClbzdne;dichloorbenzidine;1331-47-1;ChemischeStof;;08-06-2011;;G
DClfn;dichloorfeen;97-23-4;ChemischeStof;626;08-06-2011;;G
DClppP;dichloorprop-P;15165-67-0;ChemischeStof;;08-06-2011;;G
DClvs;dichloorvos;62-73-7;ChemischeStof;624;08-06-2011;;G
DDBAB;dodecyldimethylbenzylammoniumbromide;7281-04-1;ChemischeStof;;10-06-2011;;G
DDBAC;dodecyldimethylbenzylammoniumchloride;139-07-1;ChemischeStof;;08-06-2011;;G
DDMAB;didecyldimethylammoniumbromide;2390-68-3;ChemischeStof;;08-06-2011;;G
DDMAC;didecyldimethylammoniumchloride;7173-51-5;ChemischeStof;;08-06-2011;;G
DDPA;verdyl acetaat;2500-83-6;ChemischeStof;;08-06-2011;;G
DEDC;diethyldithiocarbamaat;148-18-5;ChemischeStof;;08-06-2011;;G
DEELMSR;Deelmonster;NVT;Object;;08-06-2011;;G
DEET;diethyltoluamide;134-62-3;ChemischeStof;2308;27-08-2011;;G
DEHP;bis(2-ethylhexyl)ftalaat (DEHP);117-81-7;ChemischeStof;382;09-06-2011;;G
DENTFCTSHD;Denitrificatiesnelheid;NVT;Grootheid;;08-06-2011;;G
DENTFCTTD;Denitrificatietijd;NVT;Grootheid;;08-06-2011;;G
DESTMTLUGVD;Destructie metalen uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
DESTTUGVD;Destructie uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
DFyAe;difenylamine;122-39-4;ChemischeStof;646;08-06-2011;;G
DFyNOAe;difenylnitrosamine;86-30-6;ChemischeStof;;27-08-2011;;G
DFySn;difenyltin (kation);NVT;ChemischeStof;;08-06-2011;;G
DGRE;diglycidyl resorcinol ether (DGRE);101-90-6;ChemischeStof;;08-06-2011;;G
DHcEsrol;dihydrocholesterol;80-97-7;ChemischeStof;;08-06-2011;;G
DHmcnl;dihydromyrcenol;18479-58-8;ChemischeStof;;08-06-2011;;G
DHsfl;dihydrosafrol;94-58-6;ChemischeStof;;08-06-2011;;G
DIATMN;Diatomeeen;NVT;Object;;08-06-2011;;G
DICHTHD;Dichtheid (soortelijke massa);NVT;Grootheid;;08-06-2011;;G
DIEPTE;Diepte;NVT;Grootheid;;08-06-2011;;G
DKedtl;dikalium endothall;2164-07-0;ChemischeStof;;08-06-2011;;G
DMST;4-dimethylaminosulfotoluidide;66840-71-9;ChemischeStof;;08-06-2011;;G
DNOC;4.6-dinitro-o-cresol;534-52-1;ChemischeStof;;08-06-2011;;G
DNaCNDtoimdC;dinatriumcyanodithioimidocarbonaat;138-93-2;ChemischeStof;;08-06-2011;;G
DODMAC;dioctyldimethylammoniumchloride;5538-94-3;ChemischeStof;;08-06-2011;;G
DOORSHTE;Doorstroomhoogte;NVT;Grootheid;;08-06-2011;;G
DOacb;dioxacarb;6988-21-2;ChemischeStof;;08-06-2011;;G
DOxbzfs;dioxabenzofos;3811-49-2;ChemischeStof;;08-06-2011;;G
DOxton;dioxathion;78-34-2;ChemischeStof;;08-06-2011;;G
DPMI;cashmeran;33704-61-9;ChemischeStof;;08-06-2011;;G
DRAADAGN;Draadalgen;NVT;Object;;26-08-2011;;G
DRAAIRTG;Draairichting;NVT;Grootheid;;07-10-2011;;G
DRAAITD;Draaitijd;NVT;Grootheid;;26-08-2011;;G
DRIJFBPTN;Drijfbladplanten;NVT;Object;;26-08-2011;;G
DROOGLGG;Drooglegging;NVT;Grootheid;;21-01-2012;;G
DROOGSWTGG;Droogstand watergang;NVT;Typering;;08-06-2011;;G
DROOGVLGD;Droogvallingsgraad;NVT;Grootheid;;21-01-2012;;G
DRUK;Druk;NVT;Grootheid;;08-06-2011;;G
DS;Droge stof;NVT;Object;;08-06-2011;;G
DTPA;di-ethyleentriaminepentaazijnzuur (DTPA);67-43-6;ChemischeStof;;08-06-2011;;G
DTPMP;diethyleentriamine penta(methyleen fosfonzuur) (DTPMP);15827-60-8;ChemischeStof;4996;21-01-2014;;G
DUUR;Duur;NVT;Grootheid;;08-06-2011;;G
DactLsbse;diaceton-L-sorbose;17682-70-1;ChemischeStof;;08-06-2011;;G
Dalfs;dialifos;10311-84-9;ChemischeStof;589;08-06-2011;;G
Dalt;diallaat;2303-16-4;ChemischeStof;590;08-06-2011;;G
DazC1a;diazomethaan;334-88-3;ChemischeStof;;08-06-2011;;G
DazclsrDHCl;diazacholesterol-dihydrochloride;1249-84-9;ChemischeStof;;08-06-2011;;G
Daznn;diazinon;333-41-5;ChemischeStof;592;08-06-2011;;G
Db;dubnium;53850-35-4;ChemischeStof;;07-01-2012;;G
DbenzAe;dibenzylamine;103-49-1;ChemischeStof;;08-06-2011;;G
DbzFt;dibenzylftalaat;523-31-9;ChemischeStof;;08-06-2011;;G
Dbzfrn;dibenzofuran;132-64-9;ChemischeStof;594;08-06-2011;;G
DcbNazt;dicamba-natriumzout;1982-69-0;ChemischeStof;;08-06-2011;;G
Dcba;dicamba;1918-00-9;ChemischeStof;602;08-06-2011;;G
Dcbnl;dichlobenil;1194-65-6;ChemischeStof;603;08-06-2011;;G
Dcbtzl;diclobutrazool;75736-33-3;ChemischeStof;;08-06-2011;;G
DccC6yFt;dicyclohexylftalaat;84-61-7;ChemischeStof;;08-06-2011;;G
DccC6ySn;dicyclohexyltin (kation);NVT;ChemischeStof;;08-06-2011;;G
DccPeDen;dicyclopentadieen;77-73-6;ChemischeStof;632;08-06-2011;;G
Dccvrne;dicycloverine;77-19-0;ChemischeStof;;17-11-2012;;G
DcfC1y;diclofop-methyl;51338-27-3;ChemischeStof;;08-06-2011;;G
Dcfande;dichlofluanide;1085-98-9;ChemischeStof;605;08-06-2011;;G
Dcfl;dicofol;115-32-2;ChemischeStof;629;08-06-2011;;G
Dcfp;diclofop;40843-25-2;ChemischeStof;4997;21-01-2014;;G
Dcfton;dichlofenthion;97-17-6;ChemischeStof;604;08-06-2011;;G
Dclofnc;diclofenac;15307-86-5;ChemischeStof;2466;08-06-2011;;G
Dcloxclne;dicloxacilline;3116-76-5;ChemischeStof;2467;08-06-2011;;G
Dctfs;dicrotofos;141-66-2;ChemischeStof;630;08-06-2011;;G
DenCl;dienochloor;2227-17-0;ChemischeStof;;08-06-2011;;G
DepOxC4a;diepoxybutaan;1464-53-5;ChemischeStof;;08-06-2011;;G
Detfcb;diethofencarb;87130-20-9;ChemischeStof;;08-06-2011;;G
DettC2y;diethatylethyl;38727-55-8;ChemischeStof;;08-06-2011;;G
Dettl;diethatyl;38725-95-0;ChemischeStof;4998;21-01-2014;;G
DfAd;difenamide;957-51-7;ChemischeStof;;08-06-2011;;G
Dfbzrn;diflubenzuron;35367-38-5;ChemischeStof;648;08-06-2011;;G
Dffncn;diflufenican;83164-33-4;ChemischeStof;;08-06-2011;;G
Dfhdmne;difenhydramine;58-73-1;ChemischeStof;;17-11-2012;;G
Dfncm;difenacoum;56073-07-5;ChemischeStof;;08-06-2011;;G
Dfncnzl;difenoconazool;119446-68-3;ChemischeStof;;08-06-2011;;G
Dfnxrn;difenoxuron;14214-32-5;ChemischeStof;;08-06-2011;;G
Dftiln;difethialon;104653-34-1;ChemischeStof;;08-06-2011;;G
Dfturn;diafenthiuron;80060-09-9;ChemischeStof;;08-06-2011;;G
Dfysfn;difenylsulfon;127-63-9;ChemischeStof;4999;21-01-2014;;G
Dfzqt;difenzoquat;49866-87-7;ChemischeStof;;08-06-2011;;G
DfzqtC1ySO4;difenzoquatmethylsulfaat;43222-48-6;ChemischeStof;;08-06-2011;;G
DhtaDC1yNH4h;di(hydrogenetalkalkyl)dimethylammoniumhectoriet;71011-27-3;ChemischeStof;;08-06-2011;;G
DhtaDC1yNH4m;di(hydrogenetalkalkyl)dimethylammoniummontmorilloniet;68911-87-5;ChemischeStof;;08-06-2011;;G
DiC3yAe;diisopropylamine;108-18-9;ChemischeStof;582;08-06-2011;;G
DiC3yEtr;diisopropylether;108-20-3;ChemischeStof;583;08-06-2011;;G
DiC3yFt;diisopropylftalaat;605-45-8;ChemischeStof;584;08-06-2011;;G
DiC4oxC1a;diisobutoxymethaan;2568-91-4;ChemischeStof;;08-06-2011;;G
DiC4yFt;diisobutylftalaat;84-69-5;ChemischeStof;577;08-06-2011;;G
DiC8yFt;di-isooctylftalaat;27554-26-3;ChemischeStof;581;06-07-2013;;G
Dikglc;dikegulac;18467-77-1;ChemischeStof;;08-06-2011;;G
DmTdzl;dimetridazol;551-92-8;ChemischeStof;;08-06-2011;;G
Dmfrn;dimefuron;34205-21-5;ChemischeStof;651;08-06-2011;;G
DmtAd;dimethenamide;87674-68-8;ChemischeStof;;08-06-2011;;G
DmtCl;dimethachloor;50563-36-5;ChemischeStof;;08-06-2011;;G
Dmtat;dimethoaat;60-51-5;ChemischeStof;653;08-06-2011;;G
Dmtmf;dimethomorf;110488-70-5;ChemischeStof;;08-06-2011;;G
DmtnmdP;dimethenamid-P;163515-14-8;ChemischeStof;;08-06-2011;;G
Dmtpn;dimethipin;55290-64-7;ChemischeStof;;08-06-2011;;G
Dmtrml;dimethirimol;5221-53-4;ChemischeStof;;08-06-2011;;G
Dmxsbne;dimoxystrobine;149961-52-4;ChemischeStof;;08-06-2011;;G
Dnbtn;dinobuton;973-21-7;ChemischeStof;;08-06-2011;;G
Dncnzl;diniconazool;83657-24-3;ChemischeStof;;08-06-2011;;G
Dncp;dinocap;39300-45-3;ChemischeStof;;08-06-2011;;G
Dnsactt;dinoseb-acetaat;2813-95-8;ChemischeStof;;08-06-2011;;G
Dnsb;dinoseb;88-85-7;ChemischeStof;671;08-06-2011;;G
Dntb;dinoterb;1420-07-1;ChemischeStof;672;08-06-2011;;G
Dotolsfn;di-o-tolylsulfon;5097-12-1;ChemischeStof;;10-06-2011;;G
DpTolsfnC2ye;di-p-tolueensulfonaat-ethyleenglycol;6315-52-2;ChemischeStof;5000;21-01-2014;;G
Dpyrdml;dipyridamol;58-32-2;ChemischeStof;;08-06-2011;;G
DqBr;diquatbromide;85-00-7;ChemischeStof;;08-06-2011;;G
DqDBrH2O;diquatdibromide-monohydraat;6385-62-2;ChemischeStof;;08-06-2011;;G
Dqt;diquat;2764-72-9;ChemischeStof;;08-06-2011;;G
Ds;damstadtium;54083-77-1;ChemischeStof;;07-01-2012;;G
DsftSO;disulfoton-sulfoxide;2497-07-6;ChemischeStof;5001;21-01-2014;;G
Dsftn;disulfoton;298-04-4;ChemischeStof;680;08-06-2011;;G
Dsftsfn;disulfoton-sulfon;2497-06-5;ChemischeStof;;10-06-2011;;G
Dtann;dithianon;3347-22-6;ChemischeStof;;08-06-2011;;G
Dtlfs;ditalimfos;5131-24-8;ChemischeStof;;08-06-2011;;G
Dtoburt;dithiobiuret;541-53-7;ChemischeStof;;08-06-2011;;G
Durn;diuron;330-54-1;ChemischeStof;683;08-06-2011;;G
Dy;Dysprosium;7429-91-6;ChemischeStof;699;08-06-2011;;G
E;Extinctie;NVT;Grootheid;;08-06-2011;;G
EBAAP;ethylbutylactetylaminopropionaat;52304-36-6;ChemischeStof;;08-06-2011;;G
EDTA;ethyleendiaminetetraethaanzuur (EDTA);60-00-4;ChemischeStof;730;08-06-2011;;G
EDTMP;ethyleendiamine tetra(methyleen fosfonzuur) (EDTMP);1429-50-1;ChemischeStof;5002;21-01-2014;;G
ELTSENGE;Elektrische energie;NVT;Grootheid;;26-08-2011;;G
ELTSSM;Elektrische stroom;NVT;Grootheid;;08-06-2011;;G
ELTSSNG;Elektrische spanning;NVT;Grootheid;;08-06-2011;;G
EMSPTN;Emerse planten;NVT;Object;;26-08-2011;;G
ENGE;Energie;NVT;Grootheid;;08-06-2011;;G
EPN;ethyl-p-nitrofenylthiobenzeenfosfonaat;2104-64-5;ChemischeStof;;08-06-2011;;G
EPTC;ethyldipropylthiocarbamaat;759-94-4;ChemischeStof;713;08-06-2011;;G
EROD;Ethoxyresorufin-O-deethylase activiteit;NVT;Grootheid;;08-06-2011;;G
ETCB;sandacanol;28219-61-6;ChemischeStof;;08-06-2011;;G
EVPTPRTE;Evapotranspiratie;NVT;Grootheid;;08-06-2011;;G
EXPSTDR;Expositieduur;NVT;Grootheid;;08-06-2011;;G
EXTTCEFCELBB;Extinctiecoëfficiënt volgens wet van Lambert-Beer;NVT;Grootheid;5003;21-01-2014;;G
EXTTCEFCELBT;Extinctiecoëfficiënt volgens wet van Lambert;NVT;Grootheid;5004;21-01-2014;;G
EXTTNIWG;Extractie na inweeg;NVT;OngedefinieerdLab;;28-08-2011;;G
EXTTOGWBSS;Extractie op gewichtbasis;NVT;OngedefinieerdLab;;28-08-2011;;G
EXTTOVLMBSS;Extractie op volumebasis;NVT;OngedefinieerdLab;;28-08-2011;;G
E_COLI;Escherichia coli;NVT;Object;;08-06-2011;;G
Er;erbium;7440-52-0;ChemischeStof;;08-06-2011;;G
Es;einsteinium;7429-92-7;ChemischeStof;;07-01-2012;;G
Es254;einsteinium 254;15840-03-6;ChemischeStof;;08-06-2011;;G
Eu;europium;7440-53-1;ChemischeStof;;08-06-2011;;G
Eu152;europium 152;14683-23-9;ChemischeStof;;08-06-2011;;G
Eu154;europium 154;15585-10-1;ChemischeStof;;08-06-2011;;G
Eu155;europium 155;14391-16-3;ChemischeStof;;08-06-2011;;G
F;fluoride;16984-48-8;ChemischeStof;1853;09-06-2011;;G
F2;difluor;7782-41-4;ChemischeStof;;01-09-2011;;G
FAECLCLFMN;Faecale coliformen;NVT;Object;;08-06-2011;;G
FAECLSTCCND;Faecale Streptococcen D;NVT;Object;;08-06-2011;;G
FEOa;Feofytine a;NVT;ChemischeStof;;08-06-2011;;G
FEOb;Feofytine b;NVT;ChemischeStof;;08-06-2011;;G
FILTTGVZFTUG;Filtratie glasvezelfilter uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
FILTTPPFTUGV;Filtratie papierfilter uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
FLAB;Flab (Floating Algae Beds);NVT;Object;;26-08-2011;;G
FLOATLS;Floatlands;NVT;Object;;26-01-2012;;G
FLUORCTE;Fluorescentie;NVT;Grootheid;;28-08-2011;;G
FOTNSDHD;Fotonenstroomdichtheid;NVT;Grootheid;5005;21-01-2014;;G
FREQTE;Frequentie;NVT;Grootheid;;08-06-2011;;G
FSPFAGEN;F-specifieke fagen;NVT;Object;;11-06-2011;;G
FYTPT;Fytoplankton;NVT;Object;;08-06-2011;;G
Fe;ijzer;7439-89-6;ChemischeStof;879;08-06-2011;;G
Fe55;ijzer 55;14681-59-5;ChemischeStof;;08-06-2011;;G
Fe59;ijzer 59;14596-12-4;ChemischeStof;;08-06-2011;;G
FeCl2;ijzer(II)chloride;7758-94-3;ChemischeStof;;08-06-2011;;G
FeCl3;ijzer(III)chloride;7705-08-0;ChemischeStof;;08-06-2011;;G
FeII;ijzer (tweewaardig);15438-31-0;ChemischeStof;;08-06-2011;;G
FeIIIO;ijzer(III)oxide;1309-37-1;ChemischeStof;;08-06-2011;;G
FePecbnl;ijzerpentacarbonyl;13463-40-6;ChemischeStof;;08-06-2011;;G
FeSO4;ijzer(II)sulfaat;7720-78-7;ChemischeStof;;08-06-2011;;G
Fen;fenantreen;85-01-8;ChemischeStof;746;27-08-2011;;G
Fl;flerovium;54085-16-4;ChemischeStof;;07-01-2012;;G
Fle;fluoreen;86-73-7;ChemischeStof;777;08-06-2011;;G
Flu;fluorantheen;206-44-0;ChemischeStof;775;08-06-2011;;G
Fm;fermium;7440-72-4;ChemischeStof;;07-01-2012;;G
Fol;fenol;108-95-2;ChemischeStof;751;08-06-2011;;G
FolINDX;fenolindex;NVT;ChemischeStof;;27-08-2011;;G
Fr;francium;7440-73-5;ChemischeStof;;07-01-2012;;G
Fr223;francium 223;15756-98-6;ChemischeStof;;08-06-2011;;G
FyC1yC2olAe;fenylmethylethanolamine;93-90-3;ChemischeStof;5006;21-01-2014;;G
FyEtr;fenylether;101-84-8;ChemischeStof;2342;08-06-2011;;G
GELDHD;Geleidendheid;NVT;Grootheid;;08-06-2011;;G
GEOLGSODGD;Geologische ondergrond;NVT;Typering;;21-01-2012;;G
GETETTPE;Getijextreemtype;NVT;Typering;;26-08-2011;;G
GETVLTG;Getijverlating;NVT;Grootheid;;26-08-2011;;G
GEUR;Geur;NVT;Object;;26-01-2012;;G
GEURITSTT;Geurintensiteit;NVT;Typering;;08-06-2011;;G
GEURVDNFTR;Geurverdunningsfactor;NVT;Grootheid;;28-08-2011;;G
GLOBLSLG;Globale straling;NVT;Grootheid;;08-06-2011;;G
GLTR;Gloeotrichia;NVT;Object;;11-06-2011;;G
GOLFHTE;Golfhoogte;NVT;Grootheid;;08-06-2011;;G
GR;Gloeirest;NVT;Object;;08-06-2011;;G
GRONDSBMSGD;Grondsoort bijmengsel grind;NVT;Typering;;08-06-2011;;G
GRONDSBMSHMS;Grondsoort bijmengsel humus;NVT;Typering;;08-06-2011;;G
GRONDSBMSLTM;Grondsoort bijmengsel lutum;NVT;Typering;;08-06-2011;;G
GRONDSMDAN;Grondsoort mediaan;NVT;Typering;;08-06-2011;;G
GRONDST;Grondsoort;NVT;Typering;;08-06-2011;;G
GROTDBPTN;Grote drijfbladplanten;NVT;Object;;21-01-2012;;G
GV;Gloeiverlies;NVT;Grootheid;;08-06-2011;;G
Ga;gallium;7440-55-3;ChemischeStof;815;08-06-2011;;G
Gd;gadolinium;7440-54-2;ChemischeStof;813;08-06-2011;;G
Gd153;gadolinium 153;14276-65-4;ChemischeStof;;08-06-2011;;G
Ge;germanium;7440-56-4;ChemischeStof;826;08-06-2011;;G
H;waterstof;1333-74-0;ChemischeStof;;07-01-2012;;G
H1/3;Gemiddelde golfhoogte uit hoogste 1/3 deel van de golven;NVT;OngedefinieerdGolven;;28-08-2011;;G
H2O2;waterstofperoxide;7722-84-1;ChemischeStof;1860;08-06-2011;;G
H2S;waterstofsulfide;7783-06-4;ChemischeStof;1683;10-06-2011;;G
H2SO4;zwavelzuur;7664-93-9;ChemischeStof;1861;08-06-2011;;G
H3;tritium;10028-17-8;ChemischeStof;;25-11-2011;;G
H3PO4;fosforzuur;7664-38-2;ChemischeStof;;08-06-2011;;G
HABTDVSTT;Habitatdiversiteit;NVT;Typering;;08-06-2011;;G
HAc;azijnzuur;64-19-7;ChemischeStof;326;08-06-2011;;G
HBCD;hexabroomcyclododecaan;25637-99-4;ChemischeStof;2531;08-06-2011;;G
HCB;hexachloorbenzeen;118-74-1;ChemischeStof;861;08-06-2011;;G
HCCPD;hexachloorcyclopentadieen (HCCPD);77-47-4;ChemischeStof;2339;08-06-2011;;G
HCFK121;1.1.2.2-tetrachloor-1-fluorethaan;354-14-3;ChemischeStof;;08-06-2011;;G
HCFK121a;1.1.1.2-tetrachloor-2-fluorethaan;354-11-0;ChemischeStof;;08-06-2011;;G
HCFK123;2.2-dichloor-1.1.1-trifluorethaan;306-83-2;ChemischeStof;2589;08-06-2011;;G
HCFK123a;1.2-dichloor-1.1.2-trifluorethaan;354-23-4;ChemischeStof;2590;08-06-2011;;G
HCFK123b;1.1-dichloor-1.2.2-trifluorethaan;812-04-4;ChemischeStof;;08-06-2011;;G
HCFK124;2-chloor-1.1.1.2-tetrafluorethaan;2837-89-0;ChemischeStof;;08-06-2011;;G
HCFK124a;1-chloor-1.1.2.2-tetrafluorethaan;354-25-6;ChemischeStof;;08-06-2011;;G
HCFK131;1.2.2-trichloorfluorethaan (Fc-131);359-28-4;ChemischeStof;;08-06-2011;;G
HCFK132b;1.2-dichloor-1.1-difluorethaan;1649-08-7;ChemischeStof;;08-06-2011;;G
HCFK133a;2-chloor-1.1.1-trifluorethaan;75-88-7;ChemischeStof;2592;08-06-2011;;G
HCFK141b;1.1-dichloor-1-fluorethaan;1717-00-6;ChemischeStof;;08-06-2011;;G
